Production_Budget,Worldwide_Gross
20000000,9109322
550000,9111
350000,9118
4000000,9120
2160000,9132000
4000000,9134
1800000,9164370
11000000,9170214
2000000,9172000
7000000,9176000
15000000,9176787
7000000,9176933
11000000,9177065
1200000,9180275
4000000,9186156
4500000,9196278
20000000,9198356
6000000,9204489
6200000,9205924
20000000,9208876
7000000,9228788
15000000,9237470
2000000,9250000
2000000,9252038
26000000,9277736
5500000,9282750
25000000,9286314
30000000,9362785
15000000,9396870
10000000,9408183
14000000,9409538
60000000,9420546
4000000,9427026
150000,9445857
21000000,9451946
20000000,9479390
3500000,9482579
55000000,9489829
20000000,9496130
20000000,9534258
2800000,9561064
15000000,9579068
2500000,9598
910000,9600000
17300000,9619500
5000000,9628751
3000000,9639390
40000000,9652000
24000000,9659074
5000000,9669521
1700000,9700000
5100000,9709597
20000000,9725847
27500000,9736045
1000000,9737892
37500000,9793406
30000,9812
50000000,9812870
22000000,9818792
4000000,9821335
1000000,9837
3500000,9871
15000000,9929135
10000000,9949470
30000000,90135191
50000000,90282580
60000000,90380162
40000000,90411453
65000000,90454043
80000000,90463534
7000000,90463574
17500000,90508336
11000000,90559416
51000000,90570999
60000000,90580000
25000000,90639088
22000000,90648202
40000000,90710620
60000000,90757863
200000000,90759676
6000000,90777
8000000,90815558
40000000,90862685
7000,900
558000,900000
10000000,900926
250000,902835
900000,905111
1305000,909000
13000000,91038276
15000000,91125143
50000000,91137662
80000000,91188905
12000000,91386097
55000000,91387195
26000000,91457688
12000000,91547205
50000000,91742160
25000000,913935
40000000,915840
30000000,918
46000000,92027888
40000000,92029184
185000000,92054159
45000000,92115211
37000000,92186262
4500000,92723
16000000,92823546
78000000,92955420
80000000,92993801
11000000,920057
6800000,927107
120000000,93050117
1750000,93051
60000000,93354918
60000000,93375151
10000000,93388
90000000,93432655
170000000,93436322
45000000,93466502
15000000,93589701
46000000,93607673
11000000,93617009
31000000,93772375
65000000,93828745
135000000,93926386
55000000,93932896
40000000,93953653
180000,933933
306000000,936662225
40000000,94125426
20000000,94514402
10000,94596
105000000,94784201
80000000,94835059
73243106,94999143
5000000,942441
31000000,95020213
45000000,95149435
3000000,95204
48000000,95308367
95000000,95347692
80000000,95632614
52500000,95720716
16400000,95860116
4900000,95933
2000000,950792
1000000,952432
2750000,952620
10000000,952820
41000000,96368160
18000000,96493426
17000000,96522687
1000000,96734
3500000,96793
25000000,96898818
40000000,96962694
102500000,97104620
75000000,97387965
19000000,97670358
50000000,97690976
24000000,97864733
21000000,970816
2000000,977772
800000,98000000
55000000,98711404
110000000,98780042
15000000,98800000
70000000,98927592
500000,985341
70000000,99112101
5000000,99147
75000000,99215042
36000000,99967670
113500000,999811
